p_val	avg_log2FC	pct.1	pct.2	p_val_adj
PTPRA	1.9481195381951e-08	0.591434669741467	0.137	0.103	0.000310569216779063
SNU13	2.00709692939019e-08	0.303045635657841	0.421	0.391	0.000319971392483385
PIN4	2.20390902004446e-08	0.518503338028895	0.155	0.119	0.000351347175975488
SF3B6	2.26139532698652e-08	0.34511978210033	0.338	0.296	0.000360511643028191
PSMA3	2.26837835334502e-08	0.50006382840399	0.176	0.138	0.000361624877090262
GTF2A2	2.28414609952139e-08	0.400699901636159	0.298	0.261	0.0003641385711857
MOSPD3	2.32564553264275e-08	0.64844101283246	0.105	0.074	0.000370754410813907
ATP6AP1	2.3662481825347e-08	0.433195843147082	0.223	0.184	0.000377227285259682
MRPS25	2.39325983546738e-08	-0.410520962245672	0.076	0.109	0.000381533482970209
RECQL	2.46064795505971e-08	0.555081351287352	0.142	0.107	0.000392276496995619
HIST1H1D	2.52365835182766e-08	-0.30573869354764	0.128	0.171	0.000402321614448365
PDE4B	2.78985318440374e-08	-0.501428550490168	0.08	0.113	0.000444758394657644
CYB5R3	2.80261191480283e-08	0.416600192529465	0.205	0.166	0.000446792391457868
SERPINB1	2.92032713158871e-08	0.405051502368183	0.349	0.317	0.000465558551317873
SAT1	2.96496777683553e-08	0.188309353308039	0.437	0.393	0.00047267516298312
MRPS12	2.98164741909809e-08	0.584639535825175	0.162	0.127	0.000475334231552617
PCSK7	3.07646858505365e-08	0.446221887448094	0.18	0.143	0.000490450621829253
SNX3	3.12688199279003e-08	0.339495806190258	0.371	0.334	0.000498487527290587
RNF5	3.20463231548096e-08	0.568724013351427	0.165	0.13	0.000510882483733974
HIF1A	3.26454516080281e-08	-0.419609115993217	0.11	0.148	0.000520433789535185
SUCLG2	3.42767911425777e-08	-0.300117269264267	0.117	0.157	0.000546440604394974
DPH3	3.51902739160013e-08	0.634147299028075	0.102	0.072	0.000561003346768892
AC245014.3	3.60262337143146e-08	-0.0892567393190768	0.324	0.388	0.000574330217873604
MORF4L1	3.6382971023043e-08	0.246224370448762	0.516	0.491	0.000580017324049352
SET	3.65472579601903e-08	0.420968715358278	0.295	0.258	0.000582636386401353
PTOV1	3.90394761509249e-08	-0.35890369929659	0.136	0.178	0.000622367328798045
DBNL	4.04690741222637e-08	0.385870265820899	0.293	0.254	0.000645157979657128
TENT5C	4.51391080418821e-08	0.494862680978454	0.14	0.106	0.000719607660403684
IMPDH1	4.53248495413362e-08	0.545663280371653	0.135	0.102	0.000722568751387982
MAGED2	4.60399431795303e-08	0.554030280252155	0.163	0.128	0.000733968774168072
PHB2	4.60784212863953e-08	-0.187289727595129	0.398	0.46	0.000734582192147714
CYFIP2	4.77319323561777e-08	0.419736765043878	0.262	0.223	0.000760942465622185
FBXO7	4.85824905234018e-08	0.470398975846629	0.22	0.183	0.000774502063924072
TUBB	5.04294331447516e-08	0.340301715609278	0.446	0.423	0.00080394602319363
GRINA	5.22271177117165e-08	-0.300890728568224	0.128	0.169	0.000832604710560185
ALDH9A1	5.64612304307527e-08	0.669776650905911	0.141	0.109	0.00090010493552706
RPS26	5.85325849756147e-08	-0.186667537241885	0.963	0.948	0.00093312646968125
COMTD1	5.87840770115076e-08	0.526565811237847	0.122	0.09	0.000937135755717454
FAM172A	6.1431947824499e-08	0.661540975021249	0.104	0.074	0.000979348112218163
INSIG1	6.19595373228987e-08	0.632934251673539	0.1	0.071	0.000987758944001651
DDX6	6.19889894744358e-08	0.355789078973649	0.304	0.266	0.000988228470201456
DCTN2	6.80291186862082e-08	0.453702045377151	0.217	0.18	0.00108452021009553
ZCCHC7	6.95189805151638e-08	-0.27598014016677	0.119	0.158	0.00110827158737274
RC3H1	7.58734606142037e-08	0.528404046062641	0.109	0.078	0.00120957470911164
POP4	7.61796575840098e-08	0.668664937798432	0.123	0.092	0.00121445610120428
ZNF277	7.6689271921614e-08	-0.387426372807922	0.073	0.104	0.00122258037297437
RALBP1	7.67745383975984e-08	0.60704824502583	0.109	0.079	0.00122393969113451
SORBS3	7.7862063550241e-08	-0.400481500014027	0.082	0.115	0.00124127701711794
AC008555.5	7.82706830727899e-08	-0.294089432587296	0.095	0.131	0.00124779122954642
GRAP2	8.29259712334407e-08	0.552217783677138	0.159	0.125	0.00132200583340351
TUSC2	8.65227646668955e-08	0.546803957974918	0.145	0.112	0.00137934591431965
TMOD3	8.69237299347587e-08	0.454150900871109	0.241	0.204	0.00138573810261992
AKAP9	1.05357636525902e-07	0.356258684276164	0.235	0.196	0.00167961144149593
C12orf76	1.08004160985371e-07	-0.397713480437552	0.078	0.11	0.00172180233442879
STX4	1.0844805607335e-07	0.557338914610665	0.135	0.102	0.00172887890992135
TMEM35B	1.14384921485017e-07	0.612623631672248	0.111	0.081	0.00182352441831415
PAFAH1B3	1.2252154356369e-07	-0.386408356712592	0.085	0.118	0.00195323844749234
CD2BP2	1.22685016118678e-07	0.57932416072089	0.113	0.083	0.00195584452696397
SH2B1	1.25163461303147e-07	-0.391344198410918	0.089	0.122	0.00199535590009477
PPWD1	1.25808308747519e-07	-0.372467088827885	0.07	0.101	0.00200563605805295
VSIR	1.26716734256289e-07	0.288960150969668	0.385	0.351	0.00202011817751376
NARF	1.27862254461615e-07	0.506465029886889	0.154	0.12	0.00203838006062706
POLR3GL	1.30044147549658e-07	0.380192011229073	0.286	0.249	0.00207316380023664
AC016831.7	1.37628860887919e-07	0.40767361783497	0.246	0.21	0.0021940793002752
CTSA	1.38031953780261e-07	-0.489830415790901	0.124	0.161	0.00220050540716492
RNF187	1.43213135605573e-07	0.459232667443238	0.241	0.206	0.00228310380782405
TOR3A	1.43757317439641e-07	0.54807941107709	0.112	0.082	0.00229177915462275
SUPT20H	1.45424937817735e-07	-0.31434692328668	0.105	0.142	0.00231836435869033
CAPN1	1.4579311075411e-07	0.553959379051909	0.171	0.137	0.00232423377164202
C7orf50	1.48285323921844e-07	0.451151554154507	0.189	0.153	0.00236396463396204
NUDCD3	1.49260399650116e-07	-0.380159788734547	0.083	0.115	0.00237950929122215
TIMM9	1.52065477869676e-07	-0.382876154566973	0.083	0.115	0.00242422784819838
AATF	1.53722688567655e-07	0.463914420477312	0.215	0.179	0.00245064710114555
MON2	1.55911539257971e-07	0.529233922142063	0.112	0.082	0.00248554175885058
SHARPIN	1.56000834057403e-07	0.472087751324449	0.177	0.141	0.00248696529654311
SMIM20	1.61646996224551e-07	-0.321354127240055	0.091	0.124	0.0025769764138118
PRDX2	1.65077109182437e-07	-0.140399541145434	0.434	0.5	0.0026316592745864
HADHA	1.67240927699992e-07	-0.172870716633041	0.302	0.358	0.00266615486939327
CDC42SE1	1.68763829989702e-07	0.342211700220337	0.335	0.298	0.00269043297769583
UBE3A	1.69766501276012e-07	0.386448855112001	0.231	0.193	0.00270641756334219
SFT2D1	1.75284620994868e-07	0.634583496009062	0.105	0.076	0.00279438742790018
LMF2	1.92008429704471e-07	0.498310493726261	0.165	0.132	0.00306099838634868
ZCCHC17	1.93376638357328e-07	0.645719181760785	0.101	0.073	0.00308281036869253
UBE2D2	1.97442855296236e-07	-0.15670592107667	0.544	0.604	0.00314763399913259
WDR74	2.10028466041984e-07	-0.287962636752972	0.176	0.221	0.00334827380564131
MIS18BP1	2.2075295059434e-07	0.501401463788789	0.127	0.096	0.00351924353837498
REXO2	2.20851624869241e-07	-0.310767819033114	0.17	0.213	0.00352081660366543
PAFAH1B1	2.31841034459343e-07	0.439424242972164	0.199	0.164	0.00369600977135085
PTPMT1	2.34775073891405e-07	0.573046403614836	0.119	0.089	0.00374278422797678
DNPEP	2.35216705097492e-07	0.501543853728891	0.161	0.127	0.00374982471266422
KLF9	2.40841442332023e-07	-0.292361975909095	0.097	0.132	0.00383949427365711
UBE2B	2.47834284614535e-07	-0.1732150873165	0.294	0.352	0.00395097416532492
GPI	2.4869645242099e-07	0.372247806887478	0.296	0.261	0.00396471884449542
NT5DC1	2.5058451409672e-07	-0.304250300944926	0.095	0.129	0.00399481832372991
TCHP	2.54542266785912e-07	0.633263982941678	0.102	0.074	0.00405791281710101
ROMO1	2.57284670067546e-07	0.416346651603325	0.266	0.23	0.00410163221021682
DCAF7	2.61693120206869e-07	0.428732790991283	0.159	0.124	0.0041719117223379
CDK11A	2.66503605443674e-07	0.419855055081602	0.182	0.147	0.00424860047798305
NMRAL1	2.67753412552424e-07	0.534237543237566	0.13	0.099	0.00426852490291075
ERCC1	2.68636625119772e-07	0.554259295023365	0.122	0.092	0.0042826050776594
ERG28	2.76613392627536e-07	0.591014189666505	0.134	0.104	0.00440977070526817
RNF115	2.88560212696301e-07	0.447066104218896	0.156	0.123	0.00460022691080443
ARFGAP3	2.90766886428018e-07	0.566596369081749	0.124	0.093	0.00463540570343547
UNC45A	2.95984673859915e-07	0.610841127841619	0.115	0.086	0.00471858767067476
UBE2G1	3.02637215506327e-07	0.437981922600537	0.168	0.134	0.00482464248960186
ADAM10	3.04533209690585e-07	0.566275917796438	0.133	0.103	0.0048548684288873
SECISBP2	3.07026125780346e-07	-0.23792555897567	0.168	0.212	0.00489461049719028
CD44	3.10647502302426e-07	-0.133952716994595	0.44	0.509	0.00495234248170527
SMARCE1	3.1407454368216e-07	0.455613766974427	0.19	0.156	0.005006976375381
ICAM2	3.17519772891254e-07	-0.158478835753164	0.287	0.341	0.00506190021943237
PEF1	3.27847984352039e-07	0.484714865519724	0.17	0.136	0.00522655256654021
RTL8C	3.34503473600848e-07	0.638045865531674	0.1	0.072	0.00533265437614472
CASP8AP2	3.41580334370683e-07	-0.339147856763343	0.091	0.124	0.00544547369053743
TMEM18	3.49942633800775e-07	-0.30188247429075	0.098	0.132	0.00557878546805195
DPM3	3.52502604080109e-07	0.48007416159214	0.179	0.147	0.0056195965142451
YIF1A	3.54957876264646e-07	0.564702381432234	0.128	0.098	0.00565873846341099
DCPS	3.62812137638984e-07	0.644795946377231	0.104	0.076	0.00578395109824068
COMMD1	3.70708144326382e-07	0.539711838779437	0.165	0.133	0.00590982923685118
MECP2	3.73488899433832e-07	0.58206388149561	0.121	0.091	0.00595416003477415
RAB10	3.88667658773811e-07	0.530985693423482	0.151	0.119	0.00619613981617209
PMPCB	3.93662264302675e-07	-0.217791153542795	0.155	0.197	0.00627576381751324
ARSA	3.94957208274646e-07	0.5672066259355	0.12	0.091	0.00629640781431441
VAMP2	4.08122511502935e-07	0.303158443078264	0.361	0.326	0.00650628907837978
NT5C	4.14064213912843e-07	0.480368305405804	0.174	0.14	0.00660101169819854
LNPEP	4.17358792410721e-07	0.49020954266582	0.175	0.142	0.00665353386861172
EIF4EBP2	4.24471202580179e-07	0.557818194720619	0.143	0.112	0.00676691991153321
UBE2E1	4.29000834135153e-07	-0.42702703336413	0.095	0.127	0.00683913129778262
FXR1	4.32813747092967e-07	-0.293062296062684	0.161	0.203	0.00689991675615608
ANAPC16	4.3745123644713e-07	-0.138934624496326	0.527	0.596	0.00697384761144014
NDUFS3	4.38673721678147e-07	0.512589602683079	0.18	0.148	0.00699333647099303
SRP54	4.50594400112179e-07	0.529787526893164	0.116	0.087	0.00718337592658835
MIA2	4.54173000999721e-07	0.617671235693558	0.104	0.077	0.00724042598193756
PRKRA	4.56578457400599e-07	-0.459432206976455	0.074	0.104	0.00727877376788035
CD5	4.67920515822231e-07	0.380389443178339	0.359	0.332	0.007459588863238
GOLGA7	4.68656902672142e-07	0.386932788904926	0.276	0.241	0.00747132834239928
ST3GAL1	4.75137860803684e-07	-0.19289224484732	0.193	0.242	0.00757464777693233
KIF5B	4.77227122821758e-07	0.333345140554588	0.273	0.238	0.00760795479202446
CCT2	4.86658251188584e-07	-0.24106185707536	0.229	0.278	0.0077583058404484
CCDC115	5.11559379983478e-07	0.405824989362999	0.191	0.158	0.0081552796356966
HELB	5.1307555799367e-07	-0.393399267503116	0.078	0.108	0.00817945054553508
LRPAP1	5.29997671868584e-07	0.39888845410586	0.257	0.224	0.00844922288492897
TOP1	5.83976481867638e-07	0.47348587067262	0.183	0.15	0.00930975307393389
GON4L	6.10126310995269e-07	0.447586915746245	0.182	0.15	0.00972663364988658
OSTM1	6.16753802487264e-07	0.631199040234463	0.118	0.09	0.00983228911925197
ZFAND3	6.35358160933322e-07	0.490891006240243	0.131	0.101	0.010128879801599
NRDC	6.43735116533895e-07	0.527253155221289	0.162	0.13	0.0102624252277834
DDT	6.55134511537455e-07	-0.163734187590842	0.268	0.322	0.0104441543829301
MCTS1	6.60246511079555e-07	0.500749309119346	0.155	0.124	0.0105256498796303
JMJD1C	6.6063579323261e-07	-0.225360531991981	0.181	0.225	0.0105318558157143
HAX1	6.61472006434899e-07	-0.207810470930161	0.22	0.268	0.0105451867265852
C1orf43	7.02991767196818e-07	-0.204239738183153	0.195	0.243	0.0112070947526517
CDK6	7.26634840585255e-07	-0.337809517231331	0.104	0.138	0.0115840126286101
ADH5	7.45963792682874e-07	0.442325777185485	0.214	0.182	0.0118921547829504
LSM1	7.6041710313807e-07	0.494157220231786	0.154	0.123	0.0121225694582271
TNIK	7.73840161147514e-07	0.440260030387583	0.176	0.143	0.0123365598490137
GOLPH3	8.03217871538965e-07	0.464597682650909	0.166	0.135	0.0128048993080742
SNRPC	8.08028338984903e-07	0.350467615777458	0.309	0.275	0.0128815877800973
PSMD14	8.3866924707687e-07	0.564884914954296	0.131	0.102	0.0133700651368995
ETFA	8.47309384028394e-07	0.527389416397684	0.165	0.133	0.0135078062001807
ASCC3	8.71784231672775e-07	0.548493384318702	0.103	0.076	0.0138979842213274
SRSF10	8.85697073255989e-07	-0.168514356768416	0.29	0.343	0.014119782741847
RIC8A	8.90268038541296e-07	0.465492781603934	0.161	0.13	0.0141926530704253
DCXR	9.03794352156046e-07	-0.185608510763085	0.247	0.297	0.0144082895620717
GSK3B	9.48497823211826e-07	0.485099426115926	0.165	0.133	0.0151209522976429
NCBP2	9.761008192191e-07	-0.321412546218025	0.113	0.148	0.0155609992599909
SFXN1	1.00021369246775e-06	-0.236604899775289	0.151	0.191	0.0159454066853208
LRBA	1.02257373123971e-06	0.540077914864389	0.12	0.092	0.0163018704234234
EIF1AX	1.02753620166506e-06	-0.226684948894126	0.224	0.271	0.0163809821269444
PPP2R5E	1.04536604013951e-06	0.467204648343843	0.132	0.103	0.0166652254119041
USP34	1.04594252214974e-06	0.46379229925564	0.132	0.102	0.0166744156881111
POLD2	1.07100207242161e-06	-0.379582081495984	0.086	0.116	0.0170739150385453
RAB11B	1.09761280351615e-06	0.371614927202189	0.29	0.258	0.0174981433136545
PFKP	1.09785139123067e-06	0.581317326753553	0.117	0.089	0.0175019468789994
UBE2Q2	1.11210035590275e-06	0.431186162287657	0.125	0.096	0.0177291038738016
NDE1	1.17866786386076e-06	-0.236749646961147	0.145	0.184	0.0187903230856682
DDRGK1	1.1971732315677e-06	0.438300660988412	0.195	0.163	0.0190853356576522
NCK1	1.2112879451085e-06	0.546089654845626	0.127	0.099	0.0193103524209196
EMC4	1.27303311984747e-06	0.369175891716891	0.272	0.24	0.0202946939966084
NDUFS7	1.29792696517685e-06	0.35327869951462	0.322	0.292	0.0206915516788494
TAF9	1.30977171413645e-06	-0.209745027273033	0.143	0.182	0.0208803806667632
APH1A	1.40121082282441e-06	0.301697056725373	0.339	0.306	0.0223381029374668
STX17	1.41134073444254e-06	-0.396617261454603	0.086	0.116	0.022499593988483
GSTO1	1.41321792552126e-06	0.417479009840908	0.205	0.173	0.0225295201686599
MX2	1.4257215740136e-06	-0.404960671274703	0.092	0.122	0.0227288533329248
FLOT2	1.43020397100881e-06	0.354301427558696	0.271	0.238	0.0228003117058225
PARVG	1.53556280543764e-06	0.433232522550395	0.147	0.116	0.0244799422442868
BCAS2	1.54366110017894e-06	-0.225796137331841	0.194	0.237	0.0246090452590527
TWF2	1.57622986575795e-06	0.331586051942632	0.296	0.264	0.0251282565199132
PSMD7	1.58227300037331e-06	0.34447328520503	0.269	0.236	0.0252245961719513
NDUFB6	1.59656729671025e-06	0.402793370401167	0.216	0.183	0.0254524758441548
ATF7IP	1.61318773528905e-06	0.40351313933332	0.162	0.13	0.025717438875978
ABHD14B	1.62534232071788e-06	-0.155175047357565	0.307	0.361	0.0259112072768845
MT-ND2	1.63333402009054e-06	0.169361793920865	0.776	0.781	0.0260386109482834
SUMO1	1.64491320367189e-06	0.355053406505506	0.315	0.285	0.0262232062929373
PRPF6	1.67482872475564e-06	-0.181861225029792	0.175	0.218	0.0267001195300544
CDC27	1.68742978788693e-06	0.519441661847283	0.1	0.074	0.0269010056784934
BTF3L4	1.6956948439045e-06	-0.278404815888349	0.101	0.134	0.0270327672015256
COX6C	1.7042456138935e-06	0.176011817750295	0.669	0.666	0.0271690835766901
LDHA	1.73444606628932e-06	0.172365168947294	0.58	0.561	0.0276505391887844
ATM	1.74785388030581e-06	-0.203184499217793	0.209	0.254	0.0278642865598352
GSDMD	1.7579731731485e-06	0.403088490697786	0.221	0.187	0.0280256083263333
LPP	1.76363078248797e-06	0.516364799114514	0.101	0.075	0.0281158019344232
UFC1	1.76770597905453e-06	0.244488330567425	0.451	0.425	0.0281807687180873
CHURC1	1.77849982104807e-06	-0.207988385462818	0.14	0.177	0.0283528441471483
ST6GAL1	1.80021072674464e-06	0.548509750371773	0.101	0.075	0.028698959405763
SETD2	1.82349277058839e-06	0.44457109605481	0.115	0.087	0.0290701217487202
LRRFIP2	1.83731848750612e-06	0.609271299705192	0.112	0.085	0.0292905313278225
FAM111A	1.84083101466192e-06	0.491127719301235	0.141	0.111	0.0293465280357404
USP8	1.86769367649315e-06	0.498242583450399	0.126	0.097	0.0297747725906538
LPAR6	1.952693933676e-06	-0.382518867884562	0.085	0.113	0.0311298466906628
IKBKE	1.95604022791458e-06	-0.353043859353943	0.072	0.1	0.0311831933134143
SIRT7	2.0741416727842e-06	0.517595286694922	0.136	0.107	0.0330659665475258
PPP2R3C	2.10727189433198e-06	0.525677717848569	0.116	0.088	0.0335941285394404
STUB1	2.16309416201984e-06	0.356159890295969	0.256	0.223	0.0344840471309202
FAM13B	2.21281389332725e-06	0.561037661907714	0.107	0.081	0.035276679087423
AP2M1	2.21908649799463e-06	0.268326881109689	0.374	0.343	0.0353766769510304
NSD1	2.41041281903103e-06	0.456948966316948	0.158	0.128	0.0384268011609927
EIF4E2	2.53730133125758e-06	0.470733729617859	0.155	0.126	0.0404496578229083
CENPK	2.579835361265e-06	-0.36017141994446	0.081	0.109	0.0411277353292866
USP3	2.58081778616471e-06	-0.332136811549019	0.141	0.177	0.0411433971470378
NUP210	2.59576145502955e-06	0.523286351578598	0.117	0.09	0.0413816291160811
KTN1	2.59968117415405e-06	0.307437500898216	0.29	0.256	0.0414441172783638
TKT	2.62856652267056e-06	-0.182213082378243	0.265	0.313	0.0419046075044141
SGF29	2.65859555633968e-06	-0.242815321813165	0.119	0.154	0.0423833303591672
EXOSC10	2.71330204382599e-06	0.591113139165801	0.1	0.075	0.043255461182674
GADD45GIP1	2.72397187893383e-06	0.329025058455549	0.335	0.304	0.0434255596939631
UBN1	2.73386302761818e-06	0.53444922633122	0.12	0.092	0.043583244386289
TBC1D10A	2.84217361854656e-06	-0.288215862282381	0.095	0.126	0.0453099318268692
RBBP7	2.88867359283368e-06	0.4211160927303	0.198	0.167	0.0460512344169546
SLC16A7	2.89226146049246e-06	-0.32242120058761	0.081	0.109	0.0461084322031709
EIF4A3	3.01837322561688e-06	-0.307382086255965	0.123	0.158	0.0481189059627843
PPP1R7	3.04930028979416e-06	0.399772749579681	0.248	0.216	0.0486119452198986
ZDHHC12	3.0591009954113e-06	0.526673763285082	0.123	0.096	0.0487681880688469
SLTM	3.21204036630896e-06	0.343537405051484	0.247	0.215	0.0512063475196975
RAD23A	3.32914435025094e-06	0.29466092107662	0.369	0.34	0.0530732192317005
LRRC59	3.40745580840173e-06	0.500837949096578	0.113	0.087	0.0543216604975403
CPNE3	3.4155414091796e-06	0.389013310069743	0.206	0.174	0.0544505611451413
CEP350	3.41729508567598e-06	0.405285194162868	0.131	0.103	0.0544785182558465
HBP1	3.55759044082268e-06	-0.401474311735199	0.081	0.108	0.0567151068075952
DOCK10	3.63500668030093e-06	-0.277734822319254	0.147	0.183	0.0579492764973575
EIF5B	3.64407315910637e-06	0.379029274591647	0.235	0.204	0.0580938143024737
STIP1	3.78434792139963e-06	0.532380510040942	0.13	0.103	0.0603300745629529
HSBP1	3.85280362912644e-06	0.542409764667728	0.109	0.083	0.0614213954555336
MT-ND4	3.85613427872094e-06	0.188490024693397	0.798	0.813	0.0614744926713692
BTN3A3	3.97887780526955e-06	0.561526010063419	0.108	0.082	0.0634312699716072
THYN1	4.16390455108115e-06	-0.206919996529635	0.16	0.199	0.0663809663533357
TNIP2	4.19581341199978e-06	0.518790483628167	0.141	0.113	0.0668896574141005
OSBPL8	4.27587855505955e-06	0.333869574098833	0.264	0.233	0.0681660559247594
EDEM3	4.46235517128423e-06	-0.27997273393155	0.083	0.112	0.0711388661406132
SNX2	4.71402601753448e-06	-0.22853688137026	0.123	0.157	0.0751510027715347
FAM50A	4.77580244276205e-06	0.407442646017616	0.184	0.153	0.0761358425425126
HDDC2	4.92379989110124e-06	0.442900527652821	0.195	0.164	0.078495217863936
BPTF	5.18494571992582e-06	0.367320202874429	0.194	0.163	0.0826584046670575
RSBN1L	5.19204337707535e-06	0.393536224291373	0.265	0.235	0.0827715555173352
KLF13	5.21063833858538e-06	0.43141230948986	0.126	0.098	0.0830679963937281
C6orf62	5.28845340127499e-06	0.454832106265262	0.139	0.111	0.0843085241231259
SREK1IP1	5.31276624281285e-06	0.509839109390726	0.146	0.118	0.0846961194429225
LCP2	5.34876910401576e-06	0.237644719241163	0.432	0.406	0.0852700770562193
TPR	5.41158286598598e-06	-0.187214194071758	0.331	0.381	0.0862714540495485
VDAC3	5.48314727563946e-06	0.381907539553471	0.235	0.204	0.0874123338682443
COPS2	5.50252775404411e-06	-0.277813941238453	0.134	0.168	0.0877212974549712
CDC25B	5.70482002679393e-06	0.280457155399147	0.362	0.333	0.0909462408671488
XRN1	5.79562264618626e-06	0.428138400004848	0.164	0.135	0.0923938162255013
BAD	5.8667578782641e-06	0.581501405274769	0.125	0.099	0.0935278540952862
ZC3H7A	6.20746995396931e-06	-0.299735653661609	0.084	0.112	0.0989594860061787
RASGRP1	6.40171514817297e-06	0.516950909617366	0.119	0.093	0.102056142892174
ZNF524	6.45184398822262e-06	-0.142831319910609	0.126	0.161	0.102855296860245
RAB7A	6.47978209230168e-06	0.29567542118442	0.348	0.321	0.103300686115473
TANK	6.53999449707878e-06	0.494780883254863	0.134	0.106	0.10426059227243
LINC00667	6.56073565930207e-06	-0.320713451213554	0.09	0.118	0.104591247880594
ZNF655	6.60620315679772e-06	0.518226224631321	0.138	0.111	0.105316090725669
ABTB1	6.65031702964349e-06	-0.19677014749101	0.16	0.197	0.106019354086577
CNPPD1	6.72493856827021e-06	0.325727652240823	0.234	0.204	0.107208970655364
CELF2	6.79878757114921e-06	0.317541478292603	0.368	0.342	0.108386271459261
SNRPN	6.87163977517514e-06	-0.198264064160044	0.217	0.261	0.109547681295842
CCNL1	7.40409036359353e-06	-0.144452558858428	0.398	0.456	0.118036008576408
PRPSAP2	7.64280932597626e-06	-0.387965992568286	0.078	0.105	0.121841666274714
THAP7	7.89322896868906e-06	-0.335579965880571	0.09	0.118	0.125833856218841
TRIM38	7.91428537183392e-06	0.556647663200563	0.113	0.088	0.126169537397776
SMIM12	7.96253546038971e-06	0.513226409972789	0.133	0.107	0.126938740309533
C19orf53	8.19615817916707e-06	-0.131324732492313	0.494	0.55	0.130663153692281
SNF8	8.26625579323946e-06	0.582239245109842	0.102	0.078	0.131780649855823
TMEM43	8.48346901783956e-06	0.543780643725923	0.101	0.077	0.135243463082398
MRPL51	8.61894462821597e-06	0.368682544470456	0.24	0.211	0.137403215263019
MZT2B	8.62830324613609e-06	-0.159369506172104	0.208	0.252	0.137552410349902
DHPS	9.04655631890358e-06	-0.208666278439821	0.174	0.212	0.144220200835961
MCRS1	9.13170548642273e-06	0.473757830374283	0.129	0.102	0.145577648864551
WNK1	9.48607876533402e-06	0.523368296695963	0.144	0.117	0.151227067676955
MRPS18B	9.96256001263152e-06	-0.197135868716684	0.153	0.189	0.158823131721372
ZFP36L1	1.00376960333628e-05	-0.178607013377251	0.393	0.443	0.160020950163869
AKR1B1	1.01220044446102e-05	0.367623836041073	0.223	0.193	0.161364994855976
KMT2C	1.01863537045661e-05	0.405746841975998	0.164	0.135	0.162390850758193
NIPSNAP2	1.02706073377346e-05	-0.26283785890386	0.084	0.111	0.163734022178164
NDUFAF2	1.04448248218527e-05	-0.24287645349519	0.079	0.106	0.166511397309976
PRKAR2A	1.13349685680814e-05	0.46978360107857	0.119	0.093	0.180702068912354
JAGN1	1.13635604812241e-05	-0.27449282617273	0.096	0.124	0.181157881191674
VPS36	1.16190631032089e-05	0.410736616879416	0.187	0.158	0.185231103991356
RPA1	1.17601284328198e-05	-0.249701719088788	0.101	0.131	0.187479967476013
ELOC	1.19686174726871e-05	0.335110794760469	0.235	0.205	0.190803699749578
TIMM13	1.23529321859955e-05	-0.237709130507952	0.138	0.171	0.196930444909141
ANKRD44	1.2573950791188e-05	0.283510541390273	0.258	0.226	0.20045392351312
TOM1	1.28874174563955e-05	-0.233571294979738	0.082	0.109	0.205451209089857
SRSF2	1.29369836079214e-05	0.256913035847901	0.364	0.337	0.206241392677483
MRPS6	1.30305558520026e-05	0.386962536973122	0.23	0.2	0.207733121392625
DNAJB14	1.30317438436492e-05	0.413834294691628	0.166	0.138	0.207752060355456
SDHB	1.31632860028956e-05	0.416399858394544	0.154	0.126	0.209849105458162
LCMT1	1.32132073616796e-05	-0.239709392198891	0.091	0.12	0.210644951759896
FKBP1A	1.35553314993753e-05	-0.178171225443535	0.287	0.334	0.216099094763041
MRPS36	1.36635886074324e-05	0.410643153499984	0.157	0.129	0.217824929579687
GSTK1	1.50147378331956e-05	-0.133139226982889	0.684	0.716	0.239364950536805
UBAC2	1.50171358582633e-05	-0.171172304079101	0.186	0.225	0.239403179852433
NBEAL1	1.54246819066397e-05	-0.230161625181146	0.085	0.113	0.245900278955651
ZNF706	1.61497107956881e-05	-0.152247712285729	0.228	0.271	0.25745868950486
UBE2J1	1.63569902742303e-05	0.437579359912146	0.168	0.141	0.260763138951779
ASF1A	1.6488727161002e-05	-0.226220836244807	0.083	0.11	0.262863288400693
OSTC	1.7113034592456e-05	0.314418648654561	0.257	0.227	0.272815997472933
PSMA1	1.75298679114267e-05	-0.259429397291904	0.142	0.174	0.279461154243964
ZBTB20	1.76730971506321e-05	-0.303142000587357	0.123	0.154	0.281744514775377
OVCA2	1.79309571909568e-05	0.534917979933828	0.102	0.079	0.285855319538234
IGSF8	1.81856512942079e-05	-0.346832107835231	0.089	0.116	0.289915652932263
NUDT16L1	1.90138491209366e-05	-0.184348395888156	0.168	0.205	0.303118782685971
B3GAT3	1.93431021671379e-05	0.341062848844087	0.168	0.14	0.308367734748512
HTATIP2	1.95826857457447e-05	0.500118489257953	0.151	0.125	0.312187176158662
MPC2	1.99058488638653e-05	0.357693119477171	0.229	0.201	0.317339042587741
TUFM	2.00127842647835e-05	0.238182399602305	0.41	0.389	0.319043806749178
HNRNPF	2.01266060495202e-05	0.28018808064259	0.422	0.404	0.320858353641451
SORL1	2.06226176978731e-05	-0.1947572526446	0.156	0.191	0.328765771339493
SRP9	2.15666020281051e-05	0.278546677293733	0.376	0.356	0.343814769532051
ZNF131	2.25088734252705e-05	-0.215646212438974	0.095	0.123	0.358836460145662
RSRC1	2.28333927532325e-05	0.474053719635185	0.152	0.126	0.364009947272033
MRPL54	2.30621964696574e-05	0.314844829909051	0.332	0.308	0.367657536119278
COX20	2.35474492029082e-05	0.507376781920619	0.143	0.117	0.375393435192762
