p_val	avg_log2FC	pct.1	pct.2	p_val_adj
PPP5C	2.5588570979982e-08	0.789937091559293	0.101	0.071	0.000386054770374988
GRPEL1	2.61704256462031e-08	-0.149222426708856	0.096	0.136	0.000394833211724267
RNF216	2.72620298365645e-08	-0.158886590466168	0.144	0.192	0.000411302244144249
TPP2	2.76308872529996e-08	-0.0870046045369586	0.105	0.147	0.000416867195986004
NFIC	2.76347049760002e-08	-0.17724959499207	0.07	0.103	0.000416924793972915
C9orf16	2.81541538947963e-08	0.276760214979667	0.546	0.548	0.000424761719810792
PIK3CD	2.81576286575555e-08	-0.203271874940908	0.097	0.135	0.00042481414355654
PRKAR1A	2.84014864230117e-08	0.672847103460009	0.135	0.103	0.000428493225663977
PARP8	2.95235802222109e-08	0.503554276455113	0.267	0.232	0.000445422254812496
GRINA	3.06752238381443e-08	-0.210937098822958	0.121	0.164	0.000462797102046083
TOP1	3.08887609659799e-08	0.593044446731915	0.192	0.158	0.000466018736693738
YWHAH	3.13855308818093e-08	0.682371795576225	0.145	0.112	0.000473513504413856
POP7	3.16370947413966e-08	0.701282747558778	0.112	0.081	0.000477308848363451
C8orf59	3.22455721043382e-08	-0.131398858626952	0.287	0.359	0.000486488946338151
STX17	3.31921357754768e-08	-0.309450641627582	0.082	0.117	0.000500769752444618
PAFAH1B1	3.72674419047789e-08	0.603242413874424	0.206	0.173	0.0005622538960174
CLPP	3.92250932830363e-08	-0.0708984958208578	0.228	0.293	0.000591788982361169
ABRACL	3.9356253906805e-08	-0.0844370162975023	0.382	0.471	0.000593767802691967
TSC22D4	3.99548357381966e-08	0.441374660523939	0.335	0.31	0.000602798606782172
AP2M1	4.15433253622546e-08	0.411768425819666	0.37	0.349	0.000626764149740336
DDX6	4.35187848467972e-08	0.484253172376569	0.311	0.284	0.000656567906983629
CACYBP	4.40325879741176e-08	-0.0673424435719951	0.214	0.274	0.000664319654765512
H2AFV	4.47935924862038e-08	0.457902507809807	0.356	0.336	0.000675800929839357
GBP1	4.70821283991317e-08	0.681550718739174	0.16	0.127	0.000710328071157699
SDCBP	4.73194150680403e-08	-0.219762775053307	0.085	0.121	0.000713908015131524
SOD1	4.77060469225292e-08	-0.105026603754096	0.546	0.649	0.000719741129920199
SLC25A5	4.81560225988444e-08	-0.0547449721341344	0.464	0.56	0.000726529912948766
RSRP1	5.15505030746357e-08	0.328604343544319	0.509	0.507	0.000777742439887029
HSPH1	5.28178257989126e-08	-0.127782221986647	0.116	0.159	0.000796862537828194
ABCE1	5.32336088355955e-08	-0.222158647560713	0.084	0.119	0.00080313545650263
PANK2	5.4262143240737e-08	0.756200612359243	0.109	0.08	0.000818652955072999
TNIP1	5.71079094889506e-08	0.535379984909801	0.241	0.21	0.000861587030459798
NUDCD3	6.11289709267908e-08	-0.175606087037197	0.081	0.116	0.000922252784372493
GGNBP2	6.12349960230047e-08	-0.0829954214038189	0.25	0.318	0.000923852384999071
SLC38A1	6.34042357309878e-08	-0.0683997429576992	0.257	0.324	0.000956579704473413
SIRT7	6.36238708523118e-08	0.729415869782185	0.127	0.096	0.000959893339548829
HADHA	6.45226777914777e-08	-0.0787928519407144	0.296	0.368	0.000973453639840024
NARF	6.4987693277898e-08	0.747892469040134	0.154	0.123	0.000980469328483647
MLEC	6.52693166260265e-08	0.616090040294615	0.147	0.114	0.000984718179936862
SNRK	6.95201448421389e-08	-0.136582558411425	0.123	0.167	0.00104885042523335
ADAM10	7.0168863882972e-08	0.716823067496307	0.144	0.112	0.0010586376494024
OVCA2	7.09443709593901e-08	0.790904078175627	0.106	0.077	0.00107033772466432
EIF3G	7.36619134287149e-08	-0.117191726632724	0.573	0.668	0.00111133728789902
OS9	7.42308477669073e-08	0.576811224838488	0.221	0.189	0.00111992080025933
PRDX1	7.6876721610756e-08	0.428719758268709	0.347	0.327	0.00115983909894148
LRRFIP2	7.90573706495657e-08	0.788452099462826	0.113	0.083	0.00119273855099
SDF4	8.18243615448403e-08	0.503382804266031	0.273	0.244	0.00123448414262701
TMBIM1	8.19228055597667e-08	0.568525137256685	0.232	0.202	0.0012359693674802
RABGGTB	8.42193741125772e-08	-0.178517720963583	0.077	0.11	0.00127061769723645
LPP	8.98585974100719e-08	0.805843284682084	0.108	0.08	0.00135569665912576
BCAS2	9.05627707769278e-08	-0.0691861551650819	0.187	0.243	0.00136632052271151
RPN2	9.47265654919745e-08	0.400209272110079	0.363	0.343	0.00142913969357742
PPP2R3C	9.49668517290102e-08	0.65945393291172	0.12	0.089	0.00143276489203558
ELP2	9.7213151364031e-08	-0.180085190247445	0.069	0.101	0.00146665481462914
PUF60	9.81349573340462e-08	0.463568067104094	0.298	0.271	0.00148056210129876
TMEM107	9.832473613152e-08	-0.394212192465509	0.154	0.198	0.00148342529401624
MON2	9.83739186350828e-08	0.756125090166394	0.115	0.086	0.00148416731044749
MRPS35	1.02590562773657e-07	-0.133611167814882	0.126	0.169	0.00154778382056616
ZNF276	1.02637695268219e-07	0.816488754482507	0.105	0.078	0.00154849490851162
MIF4GD	1.07309686021269e-07	0.584150685143061	0.154	0.122	0.00161898123300288
SNRPD3	1.07395329220583e-07	0.406471498394468	0.344	0.324	0.00162027333195094
NCKAP1L	1.08646624907789e-07	0.758693509277784	0.145	0.115	0.00163915162998382
RABAC1	1.09406820844262e-07	0.460160254478382	0.276	0.245	0.00165062070607739
SPSB3	1.09914081680598e-07	0.48190836351569	0.283	0.253	0.00165827375031519
MAPRE2	1.11764003338295e-07	0.454168236092346	0.289	0.259	0.00168618351836486
TRIM22	1.15502491054972e-07	0.554116311232032	0.251	0.222	0.00174258608254637
VDAC2	1.16465759814865e-07	-0.123838799551436	0.261	0.327	0.00175711891832687
PCMT1	1.17705120558926e-07	0.524405469131159	0.215	0.183	0.00177581715387252
SAP18	1.2136961077432e-07	0.263424440989651	0.553	0.561	0.00183110331775216
ARHGEF3	1.22060890555788e-07	0.679734012650991	0.162	0.131	0.00184153265581517
PRKD2	1.26674191032036e-07	0.767787602520594	0.116	0.087	0.00191113352010033
CCNL1	1.2906877337121e-07	-0.0820097008397545	0.403	0.484	0.00194726058385145
CEP85L	1.30313885324809e-07	-0.160215352050923	0.099	0.137	0.0019660455878954
MCRS1	1.31021317991482e-07	0.667565303152178	0.138	0.107	0.0019767186245375
LAMTOR4	1.34036994023369e-07	0.294574492413525	0.493	0.496	0.00202221612883057
MAGED2	1.3636654716955e-07	0.630044847907956	0.171	0.14	0.00205736209714701
SLA	1.37965066922491e-07	0.766567949964801	0.118	0.089	0.00208147896465963
ATP5PD	1.39694906471075e-07	-0.0866641808618684	0.368	0.452	0.00210757705392911
SMS	1.40224803461647e-07	0.667055230315444	0.147	0.117	0.00211557160982586
TUBB4B	1.408133284308e-07	0.44630814964836	0.251	0.218	0.00212445068603548
RC3H1	1.42947022615384e-07	0.655446289874881	0.129	0.099	0.00215664173019829
PPP1R15B	1.46762382060743e-07	-0.235184813794478	0.081	0.114	0.00221420405815043
GADD45GIP1	1.50962351264405e-07	0.449619098104949	0.321	0.299	0.00227756899352608
ZBTB1	1.5202150939177e-07	0.746352801477118	0.115	0.086	0.00229354851219364
DPYD	1.55493922048411e-07	-0.141836241869891	0.109	0.148	0.00234593680194438
UHMK1	1.57173961146144e-07	0.583383851052784	0.229	0.2	0.00237128355181187
PTBP3	1.79911520964477e-07	0.600690499284631	0.194	0.163	0.00271432511679106
CCNT1	2.014519325534e-07	-0.197566981842218	0.088	0.123	0.00303930530643314
HNRNPH1	2.02639238869998e-07	-0.0695710806943932	0.194	0.249	0.00305721819683166
TUBB	2.06382129446385e-07	0.427326323329428	0.435	0.435	0.00311368718695761
JAGN1	2.08754889182439e-07	-0.240828337916753	0.091	0.126	0.00314948501309545
LAPTM4A	2.09000657778166e-07	0.569961273886935	0.194	0.164	0.00315319292389919
UBL7	2.19895547704478e-07	-0.114142937330732	0.129	0.173	0.00331756412821746
GOLGA7	2.22432563549683e-07	0.493361505986858	0.256	0.226	0.00335584008627407
CDK6	2.25052735701944e-07	-0.156118600718911	0.103	0.14	0.00339537062353523
PRKAG1	2.31524020765881e-07	0.68666717291742	0.112	0.083	0.00349300290129484
NDUFS7	2.35291561287967e-07	0.473251672257779	0.323	0.305	0.00354984378515156
MRFAP1L1	2.35599317121877e-07	0.561442489348725	0.168	0.137	0.00355448689741776
PDCD10	2.38432482844276e-07	0.590894901761657	0.206	0.176	0.00359723086867159
SURF4	2.4974450648616e-07	0.603725784622522	0.202	0.173	0.00376789536935669
DDX3X	2.53840585392796e-07	-0.0596986284351342	0.219	0.275	0.00382969291182111
ENSA	2.54694165208082e-07	0.446573662503927	0.327	0.305	0.00384257087049434
TOMM22	2.89932979569758e-07	-0.072783672339777	0.273	0.338	0.00437421886276894
AKAP17A	2.91234690298731e-07	-0.202881505961309	0.073	0.105	0.00439385777253695
UFD1	2.94183884862689e-07	0.523231826685367	0.207	0.176	0.0044383522709234
CELF2	2.94802784182339e-07	0.402939689841602	0.366	0.348	0.00444768960495894
TSEN15	3.02270308045669e-07	0.696661839429177	0.12	0.092	0.004560352137485
PSMB8-AS1	3.03524468339611e-07	-0.0881186427177765	0.183	0.235	0.00457927365383971
KCNA3	3.04440361732331e-07	-0.129903122376554	0.132	0.174	0.00459309173745568
ERP44	3.12604833482856e-07	0.521503058083199	0.191	0.159	0.00471626912275585
EIF4EBP2	3.13780052440354e-07	0.627763741470671	0.128	0.099	0.00473399965116762
NLRC5	3.23823433081179e-07	0.622705117479556	0.148	0.118	0.00488552413489574
AURKAIP1	3.28242225845202e-07	0.429426252294034	0.336	0.316	0.00495219046132657
DR1	3.38755918816772e-07	0.6457729507455	0.15	0.12	0.00511081054718865
PRDX5	3.41527838425565e-07	0.43136418754403	0.372	0.358	0.00515263049832649
ITPA	3.66135111080653e-07	0.654032086724915	0.152	0.122	0.00552388042087381
NDUFS5	3.68022675572269e-07	-0.0950627273290809	0.476	0.571	0.00555235810635882
COPS9	3.74226960669717e-07	0.419779338620313	0.347	0.329	0.00564596215562402
YY1	3.80060336066108e-07	0.550261408292727	0.228	0.198	0.00573397029022938
LINC00667	3.83064732995443e-07	-0.202208513095558	0.091	0.125	0.00577929762670225
UBE2I	3.85581673062782e-07	0.370145066687996	0.373	0.355	0.00581727070149819
CRELD2	3.92865757638774e-07	0.671868014626344	0.135	0.106	0.00592716568549618
CCDC115	3.96286041395603e-07	0.546273652339758	0.18	0.151	0.00597876750653546
YIPF3	3.9791559002312e-07	0.636518086983508	0.163	0.134	0.00600335250667881
CBX3	4.21315946885788e-07	-0.0360160490533605	0.226	0.287	0.00635639369066589
TNFSF10	4.32579666056373e-07	-0.318056305812712	0.082	0.114	0.0065263294217925
DNTTIP2	4.35162786737404e-07	0.56838608110756	0.21	0.18	0.00656530096350721
THAP7	4.43716676444298e-07	-0.226008102885969	0.087	0.12	0.00669435349751513
TMEM18	4.46776893498159e-07	-0.123748688354356	0.096	0.131	0.00674052299220672
SMIM12	4.55359111040061e-07	0.763610827317527	0.13	0.102	0.00687000290826141
ZBTB8OS	4.57396117055673e-07	0.565046317181427	0.168	0.137	0.00690073521801894
CLTA	4.59358897889767e-07	0.526754238168602	0.21	0.18	0.00693034769246292
LAIR1	4.63981427079913e-07	0.691123738910702	0.132	0.103	0.00700008779035464
EMC3	4.7357067852861e-07	0.538418333166589	0.192	0.162	0.00714476082696115
PRPSAP2	4.8389721534024e-07	-0.1947621628008	0.077	0.109	0.0073005572878382
ARPC1B	4.91739529142766e-07	0.529097206650496	0.254	0.227	0.00741887427617692
FKBP4	5.03339741991675e-07	-0.161507088182613	0.075	0.107	0.0075938866874284
RPA2	5.09669889993479e-07	0.469978070116605	0.221	0.192	0.00768938963033162
MIIP	5.22819599926113e-07	0.745604780463038	0.104	0.078	0.00788777930408526
FAM118A	5.36051216296646e-07	-0.329266164440624	0.079	0.11	0.0080874047002675
KLHDC4	5.44653095216964e-07	0.672803868443115	0.107	0.08	0.00821718124753834
SPTBN1	5.47224513650993e-07	-0.203169504224684	0.083	0.115	0.00825597623745254
CCT3	5.69560583028471e-07	-0.126939830846551	0.285	0.347	0.00859296051615054
CALCOCO2	5.82349841486054e-07	0.575477452198042	0.195	0.166	0.00878591205850009
PRPF4B	5.9030455961237e-07	0.507679230971483	0.257	0.23	0.00890592489087183
RPL7L1	5.97516840636504e-07	-0.0952162242519883	0.134	0.177	0.00901473657468293
PSMD9	6.78378465788147e-07	0.651483176751857	0.181	0.154	0.0102346959133458
MECP2	7.01225892218559e-07	0.60442880230443	0.127	0.098	0.0105793950359014
CCDC59	7.01520607914821e-07	-0.105195537170525	0.191	0.241	0.0105838414116109
UGP2	7.07752551791348e-07	-0.108700346371375	0.175	0.224	0.0106778627488761
LSM10	7.53690954925181e-07	0.505366151924979	0.214	0.184	0.0113709354369562
UBE2B	7.59131479738422e-07	-0.0354549443494703	0.279	0.346	0.0114530166348136
CHD2	7.90332683846186e-07	-0.0663769003327319	0.21	0.263	0.0119237492011874
LAP3	7.95163496569267e-07	0.679515787578085	0.125	0.098	0.0119966316727405
ATRX	8.00898273933005e-07	0.443528307382835	0.329	0.31	0.0120831522588272
FKBP2	8.50584839619645e-07	0.485826044607094	0.241	0.212	0.0128327734753416
MRPL28	8.6385334417043e-07	0.623172352915974	0.152	0.124	0.0130329554034993
C15orf40	8.95113601868316e-07	-0.0896991721891869	0.102	0.138	0.0135045789113873
ARID5B	9.01605380567384e-07	0.471262437282398	0.184	0.152	0.0136025203766201
POLR1D	9.06343320013321e-07	-0.0642485961768227	0.292	0.362	0.013674001669041
TRADD	9.09933408621968e-07	-0.188323513466417	0.211	0.259	0.0137281653358796
TCEA1	9.33705671264657e-07	0.365947353067984	0.429	0.421	0.0140868174623699
MRPS18B	1.00631008698007e-06	-0.127584513395439	0.147	0.189	0.0151822002822684
GSDMD	1.04137129812496e-06	0.51074239249775	0.215	0.186	0.0157111687748113
EIF4E2	1.06980903621936e-06	0.677483223872316	0.147	0.12	0.0161402089294415
KIAA1551	1.08741397375511e-06	0.411641727721809	0.36	0.343	0.0164058146220433
CAPN7	1.0933424354195e-06	-0.167761616148441	0.102	0.137	0.016495257323174
ENOPH1	1.09462020372093e-06	-0.191312222500118	0.094	0.127	0.0165145350135377
ERLEC1	1.09930532390478e-06	0.532174864609987	0.168	0.138	0.0165852194217514
C7orf50	1.1099388054834e-06	0.602016508026471	0.172	0.144	0.0167456467583281
EPB41	1.18508219429429e-06	-0.0518071500086785	0.246	0.307	0.0178793350653179
RAB10	1.21874436868396e-06	0.673200729806109	0.144	0.116	0.0183871962903349
BIRC6	1.22863348688913e-06	0.665554686300632	0.157	0.129	0.0185363934166963
ASF1A	1.26019055623043e-06	-0.124494401332518	0.078	0.109	0.0190124949218484
PIGP	1.33489491116688e-06	-0.117588104364655	0.071	0.101	0.0201395595247748
TPRKB	1.33775416412044e-06	-0.150331926992517	0.103	0.138	0.020182697074085
SMIM27	1.39130279216408e-06	-0.22367792004517	0.09	0.122	0.0209905852253794
TMPO	1.42704688587025e-06	-0.0635285853942449	0.126	0.166	0.0215298563671245
IRF7	1.43224934019265e-06	0.57739045012663	0.174	0.145	0.0216083457954865
UQCRQ	1.47835527790935e-06	0.386363494798287	0.401	0.393	0.0223039460778184
SGF29	1.50658624493045e-06	-0.130582508452488	0.102	0.137	0.0227298666772657
DDX21	1.58636300141269e-06	-0.0485107589355644	0.24	0.297	0.0239334586023132
TROVE2	1.61680705190047e-06	0.540551113414386	0.186	0.157	0.0243927679920223
ZNF131	1.65811565806831e-06	-0.140405020362961	0.091	0.124	0.0250159909332765
FBXO7	1.667257982278e-06	0.494627484819665	0.215	0.187	0.0251539211786282
ATXN7L3B	1.76681013596066e-06	-0.116509715205488	0.139	0.18	0.0266558645212386
COPS6	1.77813180247601e-06	0.478039428362267	0.27	0.248	0.0268266745039556
COPS2	1.83818804868481e-06	-0.0794965165455626	0.129	0.169	0.0277327430905077
TNFRSF14	1.83983976996087e-06	0.436239283214166	0.345	0.333	0.0277576626093996
DDX50	1.84070345487904e-06	-0.109728096733989	0.094	0.128	0.0277706930237601
TRAPPC4	1.87446615174446e-06	0.724336416483192	0.123	0.097	0.0282800708313687
PHAX	1.8827530397536e-06	0.605435336057704	0.12	0.094	0.0284050951107626
TRMT10C	1.89002263877534e-06	-0.084317073500368	0.09	0.122	0.0285147715512036
EVL	1.94392421044465e-06	-0.0696499772278614	0.736	0.821	0.0293279845629784
DDA1	2.00006190962813e-06	0.614826813095594	0.138	0.111	0.0301749340305596
ORMDL2	2.00498714069639e-06	0.698448316631548	0.11	0.084	0.0302492409916865
SLC25A46	2.03724726720785e-06	-0.138148497470118	0.075	0.104	0.0307359495203648
HMOX2	2.04824235044132e-06	0.434875951089691	0.321	0.304	0.0309018323411082
COA1	2.10222239720745e-06	-0.126493280407563	0.097	0.13	0.0317162293066687
ATP5MD	2.11603462979429e-06	0.300624520448005	0.454	0.452	0.0319246144597065
ADD1	2.14991596958291e-06	0.72404126687649	0.122	0.097	0.0324357822330974
SRSF10	2.15959760967576e-06	-0.077147663955377	0.287	0.352	0.0325818491371782
AATF	2.2117137836094e-06	0.51195158949417	0.212	0.186	0.033368125853315
BET1L	2.32633682199507e-06	-0.173985050557159	0.082	0.113	0.0350974436334396
FLOT2	2.36738405616955e-06	0.468199600902936	0.254	0.23	0.0357167232554301
TBRG4	2.43474251960525e-06	-0.191008975738451	0.073	0.102	0.0367329603932844
CTR9	2.4793510607819e-06	0.66630152994607	0.131	0.104	0.0374059694540165
PLEKHA1	2.49260153718952e-06	0.618196943699607	0.152	0.125	0.0376058793915782
SMCHD1	2.52000384484476e-06	0.370906282601081	0.382	0.369	0.0380192980071729
CANX	2.52413587094903e-06	0.46590206158613	0.28	0.254	0.038081637885008
PLEKHJ1	2.53614905278917e-06	0.554901903419951	0.23	0.207	0.0382628807594301
EIF4H	2.53743703337075e-06	-0.055312751245066	0.251	0.31	0.0382823125224646
MRPL24	2.54727989830443e-06	-0.0610019756923252	0.124	0.162	0.038430811825719
PSMC3	2.62100074109368e-06	0.586841550807367	0.206	0.181	0.0395430381808803
RNF115	2.63799731624984e-06	0.58656483131675	0.162	0.134	0.0397994655102614
DPP7	2.66340166645946e-06	0.389826232064566	0.359	0.344	0.0401827409418738
HK1	2.68986112505796e-06	-0.128973745895592	0.096	0.129	0.0405819347937494
UQCRC2	2.6932110405419e-06	-0.0824628751779946	0.207	0.259	0.0406324749686557
LINC01871	2.73387169150385e-06	0.618283506867134	0.102	0.076	0.0412459222097186
DALRD3	2.8052484783423e-06	-0.127263950948183	0.082	0.113	0.0423227837927502
STK4	2.81086314230108e-06	0.295867773367413	0.492	0.498	0.0424074922278964
DNAJB11	2.8897435178521e-06	0.774715074179231	0.119	0.094	0.0435975604538347
SUMO1	2.9978246291963e-06	0.389713317938869	0.315	0.297	0.0452281801806846
ANKRD36C	3.06612847978912e-06	0.692369335989862	0.102	0.077	0.0462586803745785
DCAF7	3.08203405698684e-06	0.648952847934362	0.154	0.127	0.0464986478177604
LMF2	3.09291608380383e-06	0.58829159686969	0.159	0.132	0.0466628249563483
TRAC	3.12071728681909e-06	0.407724570813374	0.327	0.307	0.0470822617062396
DNAJA3	3.19289014063292e-06	-0.21999253714343	0.078	0.106	0.0481711335517288
RBL2	3.20145883892229e-06	-0.0436958974305499	0.329	0.396	0.0483004095028206
HSD17B10	3.31255426742835e-06	0.533001145745022	0.199	0.172	0.0499765062326916
LYPLA2	3.31354974023692e-06	0.567837938723082	0.204	0.18	0.0499915249309544
CARHSP1	3.40328554012289e-06	0.623281574834066	0.146	0.12	0.051345368943834
XPC	3.40426543959448e-06	-0.135623098098743	0.085	0.115	0.051360152687162
SF3B4	3.4356879389381e-06	0.583020874165467	0.209	0.184	0.0518342239347591
SCAF11	3.45616522326702e-06	0.552207782825217	0.268	0.249	0.0521431647234296
BAG5	3.58992678645976e-06	-0.234218286487994	0.078	0.106	0.0541612254273184
CYFIP2	3.60670643405654e-06	0.530822812499567	0.271	0.251	0.054414379970611
SLC25A39	3.61362341597071e-06	-0.0153692558038587	0.201	0.254	0.05451873647675
DOCK2	3.63248504703746e-06	0.757363348471457	0.118	0.093	0.0548033019046542
ZSWIM7	3.79648925382656e-06	-0.199874496226078	0.086	0.116	0.0572776333724813
TANK	3.81660308065114e-06	0.625326195473541	0.119	0.093	0.0575810906777837
FAM136A	3.81707038783334e-06	-0.15541788319294	0.103	0.136	0.0575881409412416
MTCH2	3.84607616012758e-06	0.695627952309289	0.114	0.09	0.0580257510278448
UBN1	3.9100502869656e-06	0.620451640761546	0.12	0.094	0.05899092867945
NFATC3	3.91826662587868e-06	0.664531854510122	0.169	0.144	0.0591148885846317
SEC61A1	4.00200035731946e-06	0.656521657103757	0.142	0.116	0.0603781793908788
TMOD3	4.06057429369135e-06	0.511892765062627	0.243	0.218	0.0612618843689213
CA5B	4.10146070664341e-06	-0.0818049588069618	0.163	0.205	0.0618787376811291
VDAC3	4.13385707906596e-06	0.506776471337818	0.224	0.199	0.0623675017518681
AL118516.1	4.16027181029453e-06	-0.0482819409812221	0.172	0.218	0.0627660208019135
CHD9	4.21624869691918e-06	0.630612639031274	0.129	0.103	0.0636105440904196
UBE2E1	4.29601136617081e-06	-0.139519788875724	0.078	0.107	0.064813923481419
HTATIP2	4.44220571306999e-06	0.556298573450515	0.141	0.114	0.067019557593087
SS18L2	4.58864198453659e-06	0.600717008121365	0.173	0.147	0.0692288416207035
RNF7	4.70183804677044e-06	0.421160439722254	0.285	0.263	0.0709366306116256
VAV1	4.89862395713788e-06	0.634057358103447	0.125	0.099	0.0739055396413393
CHMP1B	4.9496302144684e-06	-0.184517680058421	0.125	0.162	0.0746750710456847
PTOV1	5.02370478206787e-06	-0.112764240748263	0.139	0.178	0.0757926340470579
MRPS11	5.11214922238505e-06	0.645322627573669	0.113	0.089	0.0771269953181232
NDUFAF2	5.1867061479587e-06	-0.190199617419592	0.075	0.103	0.0782518356542529
CLK1	5.20259961327842e-06	-0.0699815939207298	0.178	0.223	0.0784916203655316
TSTA3	5.28993898135503e-06	0.659831645754409	0.127	0.102	0.0798093094117034
HP1BP3	5.62969565649554e-06	0.371890888685098	0.4	0.395	0.0849352183695483
APRT	5.71018769264192e-06	-0.0589591868363826	0.606	0.693	0.0861496017188886
DEGS1	5.94427796005774e-06	-0.148633501609942	0.099	0.131	0.0896813215833912
ANAPC13	5.96066870378157e-06	-0.128256890985011	0.098	0.13	0.0899286087339525
OSGEP	6.26865318010402e-06	-0.0810362474525341	0.102	0.135	0.0945751705282294
SMG1	6.54126214991834e-06	0.605973885652372	0.171	0.145	0.0986880220558181
CERS2	6.7249849638467e-06	0.670156363484236	0.119	0.095	0.101459848149555
RBMS1	7.10205170204255e-06	-0.0743243911799985	0.175	0.22	0.107148654028716
MMP24OS	7.70300124371644e-06	0.577233003851485	0.177	0.151	0.11621517976395
UNC13D	7.75082187273115e-06	0.626635832402829	0.105	0.081	0.116936649593895
DDX46	8.07752212562869e-06	0.435781065080365	0.318	0.3	0.12186557630936
SUPT20H	8.35484442441339e-06	-0.117807336142842	0.112	0.146	0.126049537831125
TALDO1	8.61473019535188e-06	0.411203659479025	0.308	0.291	0.129970434457274
UBE2G2	8.8973743616704e-06	-0.0687895891273795	0.156	0.198	0.134234686994521
ATP8A1	9.15316916860715e-06	0.696269054720736	0.103	0.08	0.138093863246776
GADD45B	9.23465699812519e-06	-0.152907145904713	0.597	0.656	0.139323270130715
CCDC85B	9.260773715646e-06	0.27812399375386	0.517	0.531	0.139717293047951
NIPSNAP1	9.2920444297544e-06	-0.0510394914016299	0.104	0.137	0.140189074311705
MRPL43	9.49547651007534e-06	0.445210239030755	0.258	0.236	0.143258254107507
LPXN	1.00509291730006e-05	0.558841258166547	0.207	0.184	0.15163836843306
PARP1	1.01325978735554e-05	0.507825822428417	0.228	0.204	0.15287050411833
ZCCHC7	1.02125987643189e-05	-0.0679822848610794	0.129	0.165	0.15407747755728
COX7A2	1.0698074433029e-05	0.231620434012022	0.573	0.599	0.161401848971108
TSPAN14	1.1041055876931e-05	0.531348357363012	0.182	0.157	0.166576410015258
FOXN2	1.16062153327041e-05	0.584880463504812	0.142	0.117	0.175102970724507
MRPL54	1.21921105605413e-05	0.399362396893002	0.332	0.319	0.183942372026886
TOX4	1.29544946360013e-05	0.565000902090368	0.197	0.173	0.195444460573352
LIME1	1.30958717483271e-05	0.3763919423917	0.353	0.341	0.197577417067012
MCL1	1.31357341375629e-05	0.415974527425728	0.331	0.314	0.198178820933411
SH3BP1	1.32091460254315e-05	0.472368941470893	0.21	0.185	0.199286386085686
MOB3A	1.32797175786249e-05	0.68936386424745	0.119	0.095	0.200351099108714
BDP1	1.33594587502355e-05	0.51163660282225	0.218	0.194	0.201554154164803
TUFM	1.34105260650876e-05	0.314996903593206	0.415	0.415	0.202324606743977
ATF7IP	1.37288549370106e-05	0.616513924697252	0.178	0.154	0.207127234434679
METAP2	1.37987487250788e-05	-0.0809170294291732	0.136	0.172	0.208181722015263
PCGF5	1.38232012125233e-05	-0.0799210673682822	0.148	0.186	0.208550636693339
ARFGAP3	1.39981592699971e-05	0.682875789014562	0.123	0.1	0.211190228906446
FGD3	1.43130004570485e-05	-0.054294031958718	0.171	0.213	0.21594023789549
DCTN2	1.45231575999824e-05	0.532395569166678	0.211	0.189	0.219110878710934
HSBP1	1.46097787688265e-05	0.713406199805583	0.107	0.084	0.220417732285286
ARHGAP1	1.46131991827359e-05	0.792636358957551	0.101	0.079	0.220469336069937
KANSL1	1.52751939352563e-05	0.658480194186201	0.121	0.097	0.230456850901212
SF3B6	1.57247886466525e-05	0.421657178700142	0.315	0.302	0.237239886312046
FAM3A	1.57852254788534e-05	-0.106542888600128	0.085	0.114	0.238151696799461
TRIM44	1.59370366359823e-05	-0.0724753504643392	0.084	0.113	0.240442071727065
DHPS	1.59378143571639e-05	-0.0385091889247793	0.178	0.222	0.240453805206532
THYN1	1.606355982972e-05	-0.054934278384275	0.177	0.221	0.242350927150986
KRI1	1.61125100886673e-05	-0.0318629504899084	0.119	0.154	0.243089439707724
USP1	1.61248951464705e-05	0.616146668192052	0.145	0.12	0.243276293074801
MRPS2	1.62150531207974e-05	-0.13217944152581	0.088	0.117	0.244636506433471
ILF3	1.67134599763876e-05	-0.011539166906867	0.274	0.332	0.25215597066376
MRPS6	1.68732248822293e-05	0.507923885119527	0.24	0.219	0.254566343798194
RSRC1	1.79927697955573e-05	0.622813716113021	0.145	0.12	0.271456917905573
SEC61G	1.82383998205205e-05	0.343631609558494	0.396	0.391	0.275162738092193
ATP6V0C	1.84295186501657e-05	0.320666451955899	0.426	0.426	0.27804614787505
CHMP4B	1.85679268675932e-05	0.673621992548073	0.106	0.084	0.280134312651378
NUMA1	1.86169580156833e-05	-0.0793004380643323	0.092	0.122	0.280874045582614
ACADM	1.95617331114332e-05	-0.125492321739098	0.084	0.112	0.295127867452193
NOP10	2.03039928910189e-05	0.427010581708545	0.259	0.239	0.306326340746802
SLC38A2	2.05811248496436e-05	-0.081042440934155	0.129	0.164	0.310507430606574
ANKZF1	2.10798223430002e-05	-0.134947659036296	0.076	0.102	0.318031279688845
NORAD	2.13355497995409e-05	-0.0486494997488416	0.118	0.151	0.321889439825674
TRIM4	2.16346336808975e-05	-0.0983378886677082	0.09	0.119	0.3264017183437
SEC62	2.18199541660263e-05	-0.0200510821436639	0.35	0.42	0.32919764850284
FTL	2.18537947297218e-05	0.0908551895452359	0.967	0.981	0.329708201087313
TARSL2	2.22898757319755e-05	-0.0114449962673593	0.088	0.117	0.336287355168314
SOD2	2.24925141931063e-05	-0.120989464534412	0.081	0.108	0.339344561631395
MUC20-OT1	2.36688257322705e-05	-0.102527864068161	0.092	0.12	0.357091573822765
